old	new
SLVAB252776_BasalFungi_Opisthokonta	SLVAB252776_Rozellomycota_Opisthokonta
SLVAB287979_BasalFungi_Opisthokonta	SLVAB287979_Zoopagomyceta_Opisthokonta
SLVAB287982_BasalFungi_Opisthokonta	SLVAB287982_Zoopagomyceta_Opisthokonta
SLVAB287983_BasalFungi_Opisthokonta	SLVAB287983_Zoopagomyceta_Opisthokonta
SLVAB287984_BasalFungi_Opisthokonta	SLVAB287984_Zoopagomyceta_Opisthokonta
SLVAB287985_BasalFungi_Opisthokonta	SLVAB287985_Zoopagomyceta_Opisthokonta
SLVAB287986_BasalFungi_Opisthokonta	SLVAB287986_Zoopagomyceta_Opisthokonta
SLVAB287991_BasalFungi_Opisthokonta	SLVAB287991_Zoopagomyceta_Opisthokonta
SLVAB295426_BasalFungi_Opisthokonta	SLVAB295426_Zoopagomyceta_Opisthokonta
SLVAB295428_BasalFungi_Opisthokonta	SLVAB295428_Zoopagomyceta_Opisthokonta
SLVAB468673_BasalFungi_Opisthokonta	SLVAB468673_Rozellomycota_Opisthokonta
SLVAB505577_Filasterea_Opisthokonta	SLVAB505577_InSedOpisthokonta_Opisthokonta
SLVAB534323_BasalFungi_Opisthokonta	SLVAB534323_InSedOpisthokonta_Opisthokonta
SLVAB534324_BasalFungi_Opisthokonta	SLVAB534324_Chytridiomycota_Opisthokonta
SLVAB534337_BasalFungi_Opisthokonta	SLVAB534337_Rozellomycota_Opisthokonta
SLVAB534351_BasalFungi_Opisthokonta	SLVAB534351_Chytridiomycota_Opisthokonta
SLVAB534485_BasalFungi_Opisthokonta	SLVAB534485_Olpidiomycota_Opisthokonta
SLVAB534502_BasalFungi_Opisthokonta	SLVAB534502_Chytridiomycota_Opisthokonta
SLVAB546148_BasalFungi_Opisthokonta	SLVAB546148_Glomeromycota_Opisthokonta
SLVAB555654_BasalFungi_Opisthokonta	SLVAB555654_Glomeromycota_Opisthokonta
SLVAB555665_BasalFungi_Opisthokonta	SLVAB555665_Glomeromycota_Opisthokonta
SLVAB555684_BasalFungi_Opisthokonta	SLVAB555684_Glomeromycota_Opisthokonta
SLVAB556916_BasalFungi_Opisthokonta	SLVAB556916_Glomeromycota_Opisthokonta
SLVAB556928_BasalFungi_Opisthokonta	SLVAB556928_Glomeromycota_Opisthokonta
SLVAB586077_BasalFungi_Opisthokonta	SLVAB586077_InSedOpisthokonta_Opisthokonta
SLVAB594850_BasalFungi_Opisthokonta	SLVAB594850_Glomeromycota_Opisthokonta
SLVAB594852_BasalFungi_Opisthokonta	SLVAB594852_Glomeromycota_Opisthokonta
SLVAB594856_BasalFungi_Opisthokonta	SLVAB594856_Glomeromycota_Opisthokonta
SLVAB594864_BasalFungi_Opisthokonta	SLVAB594864_Glomeromycota_Opisthokonta
SLVAB594866_BasalFungi_Opisthokonta	SLVAB594866_Glomeromycota_Opisthokonta
SLVAB594874_BasalFungi_Opisthokonta	SLVAB594874_Glomeromycota_Opisthokonta
SLVAB594892_BasalFungi_Opisthokonta	SLVAB594892_Glomeromycota_Opisthokonta
SLVAB594897_BasalFungi_Opisthokonta	SLVAB594897_Glomeromycota_Opisthokonta
SLVAB594905_BasalFungi_Opisthokonta	SLVAB594905_Glomeromycota_Opisthokonta
SLVAB594916_BasalFungi_Opisthokonta	SLVAB594916_Glomeromycota_Opisthokonta
SLVAB597203_BasalFungi_Opisthokonta	SLVAB597203_Calcarisporiellomycota_Opisthokonta
SLVAB597204_BasalFungi_Opisthokonta	SLVAB597204_Calcarisporiellomycota_Opisthokonta
SLVAB695456_InSedAmoebozoa_Amoebozoa	SLVAB695456_Variosea_Amoebozoa
SLVAB695461_BasalFungi_Opisthokonta	SLVAB695461_Rozellomycota_Opisthokonta
SLVAB695462_BasalFungi_Opisthokonta	SLVAB695462_Rozellomycota_Opisthokonta
SLVAB695463_BasalFungi_Opisthokonta	SLVAB695463_Rozellomycota_Opisthokonta
SLVAB695464_BasalFungi_Opisthokonta	SLVAB695464_Rozellomycota_Opisthokonta
SLVAB695512_BasalFungi_Opisthokonta	SLVAB695512_Rozellomycota_Opisthokonta
SLVAB695514_BasalFungi_Opisthokonta	SLVAB695514_Rozellomycota_Opisthokonta
SLVAB695517_BasalFungi_Opisthokonta	SLVAB695517_Chytridiomycota_Opisthokonta
SLVAB749095_BasalFungi_Opisthokonta	SLVAB749095_Rozellomycota_Opisthokonta
SLVAB764136_BasalFungi_Opisthokonta	SLVAB764136_Rozellomycota_Opisthokonta
SLVAB779691_BasalFungi_Opisthokonta	SLVAB779691_Rozellomycota_Opisthokonta
SLVAB901556_BasalFungi_Opisthokonta	SLVAB901556_Rozellomycota_Opisthokonta
SLVAB901565_BasalFungi_Opisthokonta	SLVAB901565_Rozellomycota_Opisthokonta
SLVAB901576_BasalFungi_Opisthokonta	SLVAB901576_Rozellomycota_Opisthokonta
SLVAB901682_BasalFungi_Opisthokonta	SLVAB901682_Rozellomycota_Opisthokonta
SLVAB901684_BasalFungi_Opisthokonta	SLVAB901684_Rozellomycota_Opisthokonta
SLVAB901696_BasalFungi_Opisthokonta	SLVAB901696_Chytridiomycota_Opisthokonta
SLVAB901699_BasalFungi_Opisthokonta	SLVAB901699_Rozellomycota_Opisthokonta
SLVAB901732_BasalFungi_Opisthokonta	SLVAB901732_Rozellomycota_Opisthokonta
SLVAB901763_BasalFungi_Opisthokonta	SLVAB901763_Rozellomycota_Opisthokonta
SLVAB901773_BasalFungi_Opisthokonta	SLVAB901773_Rozellomycota_Opisthokonta
SLVAB901883_BasalFungi_Opisthokonta	SLVAB901883_Rozellomycota_Opisthokonta
SLVAB901898_BasalFungi_Opisthokonta	SLVAB901898_Rozellomycota_Opisthokonta
SLVAB901956_BasalFungi_Opisthokonta	SLVAB901956_Rozellomycota_Opisthokonta
SLVAB902006_BasalFungi_Opisthokonta	SLVAB902006_Rozellomycota_Opisthokonta
SLVAB902172_BasalFungi_Opisthokonta	SLVAB902172_Rozellomycota_Opisthokonta
SLVAB902208_BasalFungi_Opisthokonta	SLVAB902208_Rozellomycota_Opisthokonta
SLVAB971032_BasalFungi_Opisthokonta	SLVAB971032_Rozellomycota_Opisthokonta
SLVAB971036_BasalFungi_Opisthokonta	SLVAB971036_Rozellomycota_Opisthokonta
SLVAB971037_BasalFungi_Opisthokonta	SLVAB971037_Rozellomycota_Opisthokonta
SLVAB971039_BasalFungi_Opisthokonta	SLVAB971039_Rozellomycota_Opisthokonta
SLVAB971072_BasalFungi_Opisthokonta	SLVAB971072_Aphelidiomycota_Opisthokonta
SLVAB971073_Rotosphaerida_Opisthokonta	SLVAB971073_Aphelidiomycota_Opisthokonta
SLVAB971079_BasalFungi_Opisthokonta	SLVAB971079_Chytridiomycota_Opisthokonta
SLVAB971082_Rotosphaerida_Opisthokonta	SLVAB971082_Aphelidiomycota_Opisthokonta
SLVAB971085_BasalFungi_Opisthokonta	SLVAB971085_Chytridiomycota_Opisthokonta
SLVAB971086_BasalFungi_Opisthokonta	SLVAB971086_Chytridiomycota_Opisthokonta
SLVAB971090_BasalFungi_Opisthokonta	SLVAB971090_Aphelidiomycota_Opisthokonta
SLVAB971105_BasalFungi_Opisthokonta	SLVAB971105_Aphelidiomycota_Opisthokonta
SLVAB971109_BasalFungi_Opisthokonta	SLVAB971109_Chytridiomycota_Opisthokonta
SLVAB971111_BasalFungi_Opisthokonta	SLVAB971111_Chytridiomycota_Opisthokonta
SLVAB971112_BasalFungi_Opisthokonta	SLVAB971112_Chytridiomycota_Opisthokonta
SLVAB971234_BasalFungi_Opisthokonta	SLVAB971234_Rozellomycota_Opisthokonta
SLVAB996599_Chlorarachnea_Rhizaria	SLVAB996599_Nucleomorph_OtherEukaryota
SLVADAR01000039_BasalFungi_Opisthokonta	SLVADAR01000039_Chytridiomycota_Opisthokonta
SLVAF007532_BasalFungi_Opisthokonta	SLVAF007532_Zoopagomyceta_Opisthokonta
SLVAF007533_BasalFungi_Opisthokonta	SLVAF007533_Zoopagomyceta_Opisthokonta
SLVAF007534_BasalFungi_Opisthokonta	SLVAF007534_Zoopagomyceta_Opisthokonta
SLVAF007537_BasalFungi_Opisthokonta	SLVAF007537_Zoopagomyceta_Opisthokonta
SLVAF007538_BasalFungi_Opisthokonta	SLVAF007538_Zoopagomyceta_Opisthokonta
SLVAF007539_BasalFungi_Opisthokonta	SLVAF007539_Zoopagomyceta_Opisthokonta
SLVAF007540_BasalFungi_Opisthokonta	SLVAF007540_Zoopagomyceta_Opisthokonta
SLVAF007541_BasalFungi_Opisthokonta	SLVAF007541_Zoopagomyceta_Opisthokonta
SLVAF007542_BasalFungi_Opisthokonta	SLVAF007542_Zoopagomyceta_Opisthokonta
SLVAF007543_BasalFungi_Opisthokonta	SLVAF007543_Zoopagomyceta_Opisthokonta
SLVAF052401_BasalFungi_Opisthokonta	SLVAF052401_Zoopagomyceta_Opisthokonta
SLVAF052402_BasalFungi_Opisthokonta	SLVAF052402_Zoopagomyceta_Opisthokonta
SLVAF052403_BasalFungi_Opisthokonta	SLVAF052403_Zoopagomyceta_Opisthokonta
SLVAF052404_BasalFungi_Opisthokonta	SLVAF052404_Zoopagomyceta_Opisthokonta
SLVAF052406_BasalFungi_Opisthokonta	SLVAF052406_Zoopagomyceta_Opisthokonta
SLVAF113405_BasalFungi_Opisthokonta	SLVAF113405_Mucoromycota_Opisthokonta
SLVAF113410_BasalFungi_Opisthokonta	SLVAF113410_Mucoromycota_Opisthokonta
SLVAF113412_BasalFungi_Opisthokonta	SLVAF113412_Mucoromycota_Opisthokonta
SLVAF113416_BasalFungi_Opisthokonta	SLVAF113416_Mucoromycota_Opisthokonta
SLVAF113425_BasalFungi_Opisthokonta	SLVAF113425_Mortierellomycota_Opisthokonta
SLVAF113426_BasalFungi_Opisthokonta	SLVAF113426_Mucoromycota_Opisthokonta
SLVAF113433_BasalFungi_Opisthokonta	SLVAF113433_Mucoromycota_Opisthokonta
SLVAF113442_BasalFungi_Opisthokonta	SLVAF113442_Mucoromycota_Opisthokonta
SLVAF139732_BasalFungi_Opisthokonta	SLVAF139732_Glomeromycota_Opisthokonta
SLVAF157119_BasalFungi_Opisthokonta	SLVAF157119_Mucoromycota_Opisthokonta
SLVAF157121_BasalFungi_Opisthokonta	SLVAF157121_Mucoromycota_Opisthokonta
SLVAF157123_BasalFungi_Opisthokonta	SLVAF157123_Mucoromycota_Opisthokonta
SLVAF157126_BasalFungi_Opisthokonta	SLVAF157126_Mucoromycota_Opisthokonta
SLVAF157130_BasalFungi_Opisthokonta	SLVAF157130_Mucoromycota_Opisthokonta
SLVAF157132_BasalFungi_Opisthokonta	SLVAF157132_Mucoromycota_Opisthokonta
SLVAF157136_BasalFungi_Opisthokonta	SLVAF157136_Mucoromycota_Opisthokonta
SLVAF157137_BasalFungi_Opisthokonta	SLVAF157137_Mucoromycota_Opisthokonta
SLVAF157138_BasalFungi_Opisthokonta	SLVAF157138_Mucoromycota_Opisthokonta
SLVAF157142_BasalFungi_Opisthokonta	SLVAF157142_Mucoromycota_Opisthokonta
SLVAF157149_BasalFungi_Opisthokonta	SLVAF157149_Mucoromycota_Opisthokonta
SLVAF157153_BasalFungi_Opisthokonta	SLVAF157153_Mucoromycota_Opisthokonta
SLVAF157156_BasalFungi_Opisthokonta	SLVAF157156_Mucoromycota_Opisthokonta
SLVAF157157_BasalFungi_Opisthokonta	SLVAF157157_Mucoromycota_Opisthokonta
SLVAF157159_BasalFungi_Opisthokonta	SLVAF157159_Mucoromycota_Opisthokonta
SLVAF157160_BasalFungi_Opisthokonta	SLVAF157160_Mucoromycota_Opisthokonta
SLVAF157161_BasalFungi_Opisthokonta	SLVAF157161_Mucoromycota_Opisthokonta
SLVAF157166_BasalFungi_Opisthokonta	SLVAF157166_Mucoromycota_Opisthokonta
SLVAF157167_BasalFungi_Opisthokonta	SLVAF157167_Aphelidiomycota_Opisthokonta
SLVAF157168_BasalFungi_Opisthokonta	SLVAF157168_Mucoromycota_Opisthokonta
SLVAF164253_BasalFungi_Opisthokonta	SLVAF164253_Chytridiomycota_Opisthokonta
SLVAF164272_BasalFungi_Opisthokonta	SLVAF164272_Chytridiomycota_Opisthokonta
SLVAF164278_BasalFungi_Opisthokonta	SLVAF164278_Chytridiomycota_Opisthokonta
SLVAF192506_BasalFungi_Opisthokonta	SLVAF192506_Mucoromycota_Opisthokonta
SLVAF277005_BasalFungi_Opisthokonta	SLVAF277005_Zoopagomyceta_Opisthokonta
SLVAF277013_BasalFungi_Opisthokonta	SLVAF277013_Zoopagomyceta_Opisthokonta
SLVAF277015_BasalFungi_Opisthokonta	SLVAF277015_Zoopagomyceta_Opisthokonta
SLVAF277022_BasalFungi_Opisthokonta	SLVAF277022_Zoopagomyceta_Opisthokonta
SLVAF277023_BasalFungi_Opisthokonta	SLVAF277023_Zoopagomyceta_Opisthokonta
SLVAF277028_BasalFungi_Opisthokonta	SLVAF277028_Zoopagomyceta_Opisthokonta
SLVAF277031_BasalFungi_Opisthokonta	SLVAF277031_Zoopagomyceta_Opisthokonta
SLVAF277037_BasalFungi_Opisthokonta	SLVAF277037_Zoopagomyceta_Opisthokonta
SLVAF277041_BasalFungi_Opisthokonta	SLVAF277041_Zoopagomyceta_Opisthokonta
SLVAF296754_BasalFungi_Opisthokonta	SLVAF296754_Zoopagomyceta_Opisthokonta
SLVAF296755_BasalFungi_Opisthokonta	SLVAF296755_Zoopagomyceta_Opisthokonta
SLVAF351134_BasalFungi_Opisthokonta	SLVAF351134_Zoopagomyceta_Opisthokonta
SLVAF353723_BasalFungi_Opisthokonta	SLVAF353723_Zoopagomyceta_Opisthokonta
SLVAF368510_BasalFungi_Opisthokonta	SLVAF368510_Zoopagomyceta_Opisthokonta
SLVAF368511_BasalFungi_Opisthokonta	SLVAF368511_Zoopagomyceta_Opisthokonta
SLVAF368512_BasalFungi_Opisthokonta	SLVAF368512_Zoopagomyceta_Opisthokonta
SLVAF368513_BasalFungi_Opisthokonta	SLVAF368513_Zoopagomyceta_Opisthokonta
SLVAF368514_BasalFungi_Opisthokonta	SLVAF368514_Zoopagomyceta_Opisthokonta
SLVAF368515_BasalFungi_Opisthokonta	SLVAF368515_Zoopagomyceta_Opisthokonta
SLVAF368516_BasalFungi_Opisthokonta	SLVAF368516_Zoopagomyceta_Opisthokonta
SLVAF368517_BasalFungi_Opisthokonta	SLVAF368517_Zoopagomyceta_Opisthokonta
SLVAF368521_BasalFungi_Opisthokonta	SLVAF368521_Zoopagomyceta_Opisthokonta
SLVAF368522_BasalFungi_Opisthokonta	SLVAF368522_Zoopagomyceta_Opisthokonta
SLVAF368523_BasalFungi_Opisthokonta	SLVAF368523_Basidiobolomycota_Opisthokonta
SLVAF368524_BasalFungi_Opisthokonta	SLVAF368524_Zoopagomyceta_Opisthokonta
SLVAF368525_BasalFungi_Opisthokonta	SLVAF368525_Zoopagomyceta_Opisthokonta
SLVAF372717_BasalFungi_Opisthokonta	SLVAF372717_Rozellomycota_Opisthokonta
SLVAF372720_BasalFungi_Opisthokonta	SLVAF372720_Chytridiomycota_Opisthokonta
SLVAF372721_BasalFungi_Opisthokonta	SLVAF372721_Chytridiomycota_Opisthokonta
SLVAF480157_BasalFungi_Opisthokonta	SLVAF480157_Glomeromycota_Opisthokonta
SLVAF534711_InSedEukaryota_OtherEukaryota	SLVAF534711_Centroplasthelida_Haptista
SLVAFSM01005055_BasalFungi_Opisthokonta	SLVAFSM01005055_Chytridiomycota_Opisthokonta
SLVAGBC01000333_BasalFungi_Opisthokonta	SLVAGBC01000333_Mucoromycota_Opisthokonta
SLVAJ133706_BasalFungi_Opisthokonta	SLVAJ133706_Glomeromycota_Opisthokonta
SLVAJ276081_BasalFungi_Opisthokonta	SLVAJ276081_Glomeromycota_Opisthokonta
SLVAJ301856_BasalFungi_Opisthokonta	SLVAJ301856_Glomeromycota_Opisthokonta
SLVAJ306439_BasalFungi_Opisthokonta	SLVAJ306439_Glomeromycota_Opisthokonta
SLVAJ306440_BasalFungi_Opisthokonta	SLVAJ306440_Glomeromycota_Opisthokonta
SLVAJ306441_BasalFungi_Opisthokonta	SLVAJ306441_Glomeromycota_Opisthokonta
SLVAJ430852_BasalFungi_Opisthokonta	SLVAJ430852_Glomeromycota_Opisthokonta
SLVAJ506002_BasalFungi_Opisthokonta	SLVAJ506002_Chytridiomycota_Opisthokonta
SLVAJ579337_InSedStramenopiles_Stramenopiles	SLVAJ579337_Xanthophyceae_Stramenopiles
SLVAJ619948_BasalFungi_Opisthokonta	SLVAJ619948_Glomeromycota_Opisthokonta
SLVAJ699061_BasalFungi_Opisthokonta	SLVAJ699061_Glomeromycota_Opisthokonta
SLVAJ699067_BasalFungi_Opisthokonta	SLVAJ699067_Glomeromycota_Opisthokonta
SLVAJ699069_BasalFungi_Opisthokonta	SLVAJ699069_Glomeromycota_Opisthokonta
SLVAJ699070_BasalFungi_Opisthokonta	SLVAJ699070_Glomeromycota_Opisthokonta
SLVAJ867630_BasalFungi_Opisthokonta	SLVAJ867630_Chytridiomycota_Opisthokonta
SLVAM114274_BasalFungi_Opisthokonta	SLVAM114274_Glomeromycota_Opisthokonta
SLVAM114806_Rotosphaerida_Opisthokonta	SLVAM114806_Aphelidiomycota_Opisthokonta
SLVAM114814_BasalFungi_Opisthokonta	SLVAM114814_Rozellomycota_Opisthokonta
SLVAM183923_BasalFungi_Opisthokonta	SLVAM183923_Glomeromycota_Opisthokonta
SLVAM268192_BasalFungi_Opisthokonta	SLVAM268192_Glomeromycota_Opisthokonta
SLVAM295493_BasalFungi_Opisthokonta	SLVAM295493_Glomeromycota_Opisthokonta
SLVAM418543_BasalFungi_Opisthokonta	SLVAM418543_Glomeromycota_Opisthokonta
SLVAMYC01000148_BasalFungi_Opisthokonta	SLVAMYC01000148_Mucoromycota_Opisthokonta
SLVASRE01022467_BasalFungi_Opisthokonta	SLVASRE01022467_Neocallimastigomycota_Opisthokonta
SLVAY032608_BasalFungi_Opisthokonta	SLVAY032608_Chytridiomycota_Opisthokonta
SLVAY180024_Rotosphaerida_Opisthokonta	SLVAY180024_Aphelidiomycota_Opisthokonta
SLVAY180029_BasalFungi_Opisthokonta	SLVAY180029_Chytridiomycota_Opisthokonta
SLVAY230211_Rotosphaerida_Opisthokonta	SLVAY230211_Aphelidiomycota_Opisthokonta
SLVAY382454_BasalFungi_Opisthokonta	SLVAY382454_Chytridiomycota_Opisthokonta
SLVAY546683_BasalFungi_Opisthokonta	SLVAY546683_Chytridiomycota_Opisthokonta
SLVAY601707_BasalFungi_Opisthokonta	SLVAY601707_Rozellomycota_Opisthokonta
SLVAY601708_BasalFungi_Opisthokonta	SLVAY601708_Blastocladiomycota_Opisthokonta
SLVAY601709_BasalFungi_Opisthokonta	SLVAY601709_Chytridiomycota_Opisthokonta
SLVAY601711_BasalFungi_Opisthokonta	SLVAY601711_Chytridiomycota_Opisthokonta
SLVAY603958_BasalFungi_Opisthokonta	SLVAY603958_Chytridiomycota_Opisthokonta
SLVAY635820_BasalFungi_Opisthokonta	SLVAY635820_Zoopagomyceta_Opisthokonta
SLVAY635821_BasalFungi_Opisthokonta	SLVAY635821_Chytridiomycota_Opisthokonta
SLVAY635822_BasalFungi_Opisthokonta	SLVAY635822_Blastocladiomycota_Opisthokonta
SLVAY635823_BasalFungi_Opisthokonta	SLVAY635823_Chytridiomycota_Opisthokonta
SLVAY635824_BasalFungi_Opisthokonta	SLVAY635824_Chytridiomycota_Opisthokonta
SLVAY635825_BasalFungi_Opisthokonta	SLVAY635825_Chytridiomycota_Opisthokonta
SLVAY635826_BasalFungi_Opisthokonta	SLVAY635826_Chytridiomycota_Opisthokonta
SLVAY635827_BasalFungi_Opisthokonta	SLVAY635827_Chytridiomycota_Opisthokonta
SLVAY635828_BasalFungi_Opisthokonta	SLVAY635828_Mortierellomycota_Opisthokonta
SLVAY635838_BasalFungi_Opisthokonta	SLVAY635838_Rozellomycota_Opisthokonta
SLVAY635844_BasalFungi_Opisthokonta	SLVAY635844_Chytridiomycota_Opisthokonta
SLVAY642695_BasalFungi_Opisthokonta	SLVAY642695_Chytridiomycota_Opisthokonta
SLVAY642700_BasalFungi_Opisthokonta	SLVAY642700_Rozellomycota_Opisthokonta
SLVAY642701_BasalFungi_Opisthokonta	SLVAY642701_Chytridiomycota_Opisthokonta
SLVAY642721_BasalFungi_Opisthokonta	SLVAY642721_Rozellomycota_Opisthokonta
SLVAY642734_BasalFungi_Opisthokonta	SLVAY642734_Chytridiomycota_Opisthokonta
SLVAY821989_BasalFungi_Opisthokonta	SLVAY821989_Chytridiomycota_Opisthokonta
SLVAY821991_BasalFungi_Opisthokonta	SLVAY821991_Rozellomycota_Opisthokonta
SLVAY821997_BasalFungi_Opisthokonta	SLVAY821997_Rozellomycota_Opisthokonta
SLVAY903711_BasalFungi_Opisthokonta	SLVAY903711_Glomeromycota_Opisthokonta
SLVAY903718_BasalFungi_Opisthokonta	SLVAY903718_Glomeromycota_Opisthokonta
SLVAY903720_BasalFungi_Opisthokonta	SLVAY903720_Glomeromycota_Opisthokonta
SLVAY903728_BasalFungi_Opisthokonta	SLVAY903728_Glomeromycota_Opisthokonta
SLVAY903741_BasalFungi_Opisthokonta	SLVAY903741_Glomeromycota_Opisthokonta
SLVAY916570_BasalFungi_Opisthokonta	SLVAY916570_Rozellomycota_Opisthokonta
SLVAY916644_BasalFungi_Opisthokonta	SLVAY916644_Rozellomycota_Opisthokonta
SLVCCXP01022255_BasalFungi_Opisthokonta	SLVCCXP01022255_Mucoromycota_Opisthokonta
SLVCQ868740_BasalFungi_Opisthokonta	SLVCQ868740_Mucoromycota_Opisthokonta
SLVDQ104599_BasalFungi_Opisthokonta	SLVDQ104599_Rozellomycota_Opisthokonta
SLVDQ211052_BasalFungi_Opisthokonta	SLVDQ211052_Mucoromycota_Opisthokonta
SLVDQ244008_BasalFungi_Opisthokonta	SLVDQ244008_Chytridiomycota_Opisthokonta
SLVDQ244009_BasalFungi_Opisthokonta	SLVDQ244009_Chytridiomycota_Opisthokonta
SLVDQ244010_Rotosphaerida_Opisthokonta	SLVDQ244010_Aphelidiomycota_Opisthokonta
SLVDQ244011_BasalFungi_Opisthokonta	SLVDQ244011_Rozellomycota_Opisthokonta
SLVDQ244013_BasalFungi_Opisthokonta	SLVDQ244013_Chytridiomycota_Opisthokonta
SLVDQ244014_BasalFungi_Opisthokonta	SLVDQ244014_Chytridiomycota_Opisthokonta
SLVDQ244017_BasalFungi_Opisthokonta	SLVDQ244017_Rozellomycota_Opisthokonta
SLVDQ244018_BasalFungi_Opisthokonta	SLVDQ244018_Rozellomycota_Opisthokonta
SLVDQ310332_BasalFungi_Opisthokonta	SLVDQ310332_Chytridiomycota_Opisthokonta
SLVDQ322622_BasalFungi_Opisthokonta	SLVDQ322622_Chytridiomycota_Opisthokonta
SLVDQ322623_BasalFungi_Opisthokonta	SLVDQ322623_Chytridiomycota_Opisthokonta
SLVDQ322626_BasalFungi_Opisthokonta	SLVDQ322626_Zoopagomyceta_Opisthokonta
SLVDQ336448_BasalFungi_Opisthokonta	SLVDQ336448_Glomeromycota_Opisthokonta
SLVDQ336453_BasalFungi_Opisthokonta	SLVDQ336453_Glomeromycota_Opisthokonta
SLVDQ336483_BasalFungi_Opisthokonta	SLVDQ336483_Glomeromycota_Opisthokonta
SLVDQ336485_BasalFungi_Opisthokonta	SLVDQ336485_Glomeromycota_Opisthokonta
SLVDQ336487_BasalFungi_Opisthokonta	SLVDQ336487_Glomeromycota_Opisthokonta
SLVDQ336488_BasalFungi_Opisthokonta	SLVDQ336488_Glomeromycota_Opisthokonta
SLVDQ336492_BasalFungi_Opisthokonta	SLVDQ336492_Glomeromycota_Opisthokonta
SLVDQ336494_BasalFungi_Opisthokonta	SLVDQ336494_Glomeromycota_Opisthokonta
SLVDQ336498_BasalFungi_Opisthokonta	SLVDQ336498_Glomeromycota_Opisthokonta
SLVDQ336503_BasalFungi_Opisthokonta	SLVDQ336503_Glomeromycota_Opisthokonta
SLVDQ363317_Basidiomycota_Opisthokonta	SLVDQ363317_Entorrhyzomycota_Opisthokonta
SLVDQ367440_BasalFungi_Opisthokonta	SLVDQ367440_Zoopagomyceta_Opisthokonta
SLVDQ367446_BasalFungi_Opisthokonta	SLVDQ367446_Zoopagomyceta_Opisthokonta
SLVDQ367447_BasalFungi_Opisthokonta	SLVDQ367447_Zoopagomyceta_Opisthokonta
SLVDQ367448_BasalFungi_Opisthokonta	SLVDQ367448_Zoopagomyceta_Opisthokonta
SLVDQ367449_BasalFungi_Opisthokonta	SLVDQ367449_Zoopagomyceta_Opisthokonta
SLVDQ367450_BasalFungi_Opisthokonta	SLVDQ367450_Zoopagomyceta_Opisthokonta
SLVDQ367458_BasalFungi_Opisthokonta	SLVDQ367458_Zoopagomyceta_Opisthokonta
SLVDQ367460_BasalFungi_Opisthokonta	SLVDQ367460_Zoopagomyceta_Opisthokonta
SLVDQ367463_BasalFungi_Opisthokonta	SLVDQ367463_Zoopagomyceta_Opisthokonta
SLVDQ367465_BasalFungi_Opisthokonta	SLVDQ367465_Zoopagomyceta_Opisthokonta
SLVDQ367516_BasalFungi_Opisthokonta	SLVDQ367516_Zoopagomyceta_Opisthokonta
SLVDQ520640_InSedOpisthokonta_Opisthokonta	SLVDQ520640_InSedEukaryota_OtherEukaryota
SLVDQ536471_BasalFungi_Opisthokonta	SLVDQ536471_Mucoromycota_Opisthokonta
SLVDQ536472_BasalFungi_Opisthokonta	SLVDQ536472_Chytridiomycota_Opisthokonta
SLVDQ536475_BasalFungi_Opisthokonta	SLVDQ536475_Chytridiomycota_Opisthokonta
SLVDQ536476_BasalFungi_Opisthokonta	SLVDQ536476_Chytridiomycota_Opisthokonta
SLVDQ536478_BasalFungi_Opisthokonta	SLVDQ536478_Chytridiomycota_Opisthokonta
SLVDQ536481_BasalFungi_Opisthokonta	SLVDQ536481_Neocallimastigomycota_Opisthokonta
SLVDQ536482_BasalFungi_Opisthokonta	SLVDQ536482_Chytridiomycota_Opisthokonta
SLVDQ536484_BasalFungi_Opisthokonta	SLVDQ536484_Chytridiomycota_Opisthokonta
SLVDQ536485_BasalFungi_Opisthokonta	SLVDQ536485_Chytridiomycota_Opisthokonta
SLVDQ536486_BasalFungi_Opisthokonta	SLVDQ536486_Chytridiomycota_Opisthokonta
SLVDQ536488_BasalFungi_Opisthokonta	SLVDQ536488_Chytridiomycota_Opisthokonta
SLVDQ536489_BasalFungi_Opisthokonta	SLVDQ536489_Blastocladiomycota_Opisthokonta
SLVDQ536491_BasalFungi_Opisthokonta	SLVDQ536491_Chytridiomycota_Opisthokonta
SLVEF023117_BasalFungi_Opisthokonta	SLVEF023117_Rozellomycota_Opisthokonta
SLVEF023171_BasalFungi_Opisthokonta	SLVEF023171_Mortierellomycota_Opisthokonta
SLVEF023269_BasalFungi_Opisthokonta	SLVEF023269_Rozellomycota_Opisthokonta
SLVEF023360_BasalFungi_Opisthokonta	SLVEF023360_Rozellomycota_Opisthokonta
SLVEF023374_BasalFungi_Opisthokonta	SLVEF023374_Chytridiomycota_Opisthokonta
SLVEF023410_InSedOpisthokonta_Opisthokonta	SLVEF023410_Zoopagomyceta_Opisthokonta
SLVEF023703_BasalFungi_Opisthokonta	SLVEF023703_Mucoromycota_Opisthokonta
SLVEF024018_BasalFungi_Opisthokonta	SLVEF024018_Glomeromycota_Opisthokonta
SLVEF024199_BasalFungi_Opisthokonta	SLVEF024199_Rozellomycota_Opisthokonta
SLVEF024210_BasalFungi_Opisthokonta	SLVEF024210_Chytridiomycota_Opisthokonta
SLVEF024493_BasalFungi_Opisthokonta	SLVEF024493_Rozellomycota_Opisthokonta
SLVEF024776_Basidiomycota_Opisthokonta	SLVEF024776_InSedEukaryota_OtherEukaryota
