old	new
SLVEF024865_BasalFungi_Opisthokonta	SLVEF024865_Rozellomycota_Opisthokonta
SLVEF033122_BasalFungi_Opisthokonta	SLVEF033122_Glomeromycota_Opisthokonta
SLVEF100225_BasalFungi_Opisthokonta	SLVEF100225_Chytridiomycota_Opisthokonta
SLVEF100241_BasalFungi_Opisthokonta	SLVEF100241_Chytridiomycota_Opisthokonta
SLVEF100268_BasalFungi_Opisthokonta	SLVEF100268_Chytridiomycota_Opisthokonta
SLVEF100353_BasalFungi_Opisthokonta	SLVEF100353_Rozellomycota_Opisthokonta
SLVEF109862_BasalFungi_Opisthokonta	SLVEF109862_Glomeromycota_Opisthokonta
SLVEF396191_BasalFungi_Opisthokonta	SLVEF396191_Zoopagomyceta_Opisthokonta
SLVEF396193_BasalFungi_Opisthokonta	SLVEF396193_Zoopagomyceta_Opisthokonta
SLVEF432819_BasalFungi_Opisthokonta	SLVEF432819_Chytridiomycota_Opisthokonta
SLVEF443134_BasalFungi_Opisthokonta	SLVEF443134_Chytridiomycota_Opisthokonta
SLVEF558777_BasalFungi_Opisthokonta	SLVEF558777_Glomeromycota_Opisthokonta
SLVEF558779_BasalFungi_Opisthokonta	SLVEF558779_Glomeromycota_Opisthokonta
SLVEF622557_Chlorarachnea_Rhizaria	SLVEF622557_Nucleomorph_OtherEukaryota
SLVEF638601_BasalFungi_Opisthokonta	SLVEF638601_Chytridiomycota_Opisthokonta
SLVEU050973_BasalFungi_Opisthokonta	SLVEU050973_NCLC1_Opisthokonta
SLVEU050974_BasalFungi_Opisthokonta	SLVEU050974_NCLC1_Opisthokonta
SLVEU091830_BasalFungi_Opisthokonta	SLVEU091830_Olpidiomycota_Opisthokonta
SLVEU091850_BasalFungi_Opisthokonta	SLVEU091850_Rozellomycota_Opisthokonta
SLVEU091859_BasalFungi_Opisthokonta	SLVEU091859_Rozellomycota_Opisthokonta
SLVEU091865_BasalFungi_Opisthokonta	SLVEU091865_Rozellomycota_Opisthokonta
SLVEU091872_BasalFungi_Opisthokonta	SLVEU091872_Rozellomycota_Opisthokonta
SLVEU154985_BasalFungi_Opisthokonta	SLVEU154985_Chytridiomycota_Opisthokonta
SLVEU162634_BasalFungi_Opisthokonta	SLVEU162634_Rozellomycota_Opisthokonta
SLVEU162636_BasalFungi_Opisthokonta	SLVEU162636_Chytridiomycota_Opisthokonta
SLVEU162638_BasalFungi_Opisthokonta	SLVEU162638_Chytridiomycota_Opisthokonta
SLVEU162640_BasalFungi_Opisthokonta	SLVEU162640_Chytridiomycota_Opisthokonta
SLVEU162642_BasalFungi_Opisthokonta	SLVEU162642_Chytridiomycota_Opisthokonta
SLVEU162643_BasalFungi_Opisthokonta	SLVEU162643_Chytridiomycota_Opisthokonta
SLVEU169395_BasalFungi_Opisthokonta	SLVEU169395_Glomeromycota_Opisthokonta
SLVEU169398_BasalFungi_Opisthokonta	SLVEU169398_Glomeromycota_Opisthokonta
SLVEU169402_BasalFungi_Opisthokonta	SLVEU169402_Glomeromycota_Opisthokonta
SLVEU169409_BasalFungi_Opisthokonta	SLVEU169409_Glomeromycota_Opisthokonta
SLVEU169412_BasalFungi_Opisthokonta	SLVEU169412_Glomeromycota_Opisthokonta
SLVEU169427_BasalFungi_Opisthokonta	SLVEU169427_Glomeromycota_Opisthokonta
SLVEU371354_BasalFungi_Opisthokonta	SLVEU371354_Chytridiomycota_Opisthokonta
SLVEU417644_BasalFungi_Opisthokonta	SLVEU417644_Glomeromycota_Opisthokonta
SLVEU417646_BasalFungi_Opisthokonta	SLVEU417646_Glomeromycota_Opisthokonta
SLVEU595650_BasalFungi_Opisthokonta	SLVEU595650_Mucoromycota_Opisthokonta
SLVEU595651_BasalFungi_Opisthokonta	SLVEU595651_Mucoromycota_Opisthokonta
SLVEU595652_BasalFungi_Opisthokonta	SLVEU595652_Mucoromycota_Opisthokonta
SLVEU847658_BasalFungi_Opisthokonta	SLVEU847658_Mucoromycota_Opisthokonta
SLVEU847660_BasalFungi_Opisthokonta	SLVEU847660_Mucoromycota_Opisthokonta
SLVEU847661_BasalFungi_Opisthokonta	SLVEU847661_Mortierellomycota_Opisthokonta
SLVEU847668_BasalFungi_Opisthokonta	SLVEU847668_Mortierellomycota_Opisthokonta
SLVEU910604_BasalFungi_Opisthokonta	SLVEU910604_Rozellomycota_Opisthokonta
SLVEU910609_BasalFungi_Opisthokonta	SLVEU910609_Chytridiomycota_Opisthokonta
SLVFJ153738_InSedAlveolata_Alveolata	SLVFJ153738_Perkinsidae_Alveolata
SLVFJ577810_BasalFungi_Opisthokonta	SLVFJ577810_Rozellomycota_Opisthokonta
SLVFJ687267_BasalFungi_Opisthokonta	SLVFJ687267_Rozellomycota_Opisthokonta
SLVFJ810613_BasalFungi_Opisthokonta	SLVFJ810613_Rozellomycota_Opisthokonta
SLVFJ976648_BasalFungi_Opisthokonta	SLVFJ976648_Rozellomycota_Opisthokonta
SLVFJ976649_BasalFungi_Opisthokonta	SLVFJ976649_Rozellomycota_Opisthokonta
SLVFJ976650_Rotosphaerida_Opisthokonta	SLVFJ976650_Aphelidiomycota_Opisthokonta
SLVFM178227_BasalFungi_Opisthokonta	SLVFM178227_Rozellomycota_Opisthokonta
SLVFN546176_BasalFungi_Opisthokonta	SLVFN546176_InSedEukaryota_OtherEukaryota
SLVFN690494_BasalFungi_Opisthokonta	SLVFN690494_Chytridiomycota_Opisthokonta
SLVFN690496_BasalFungi_Opisthokonta	SLVFN690496_Chytridiomycota_Opisthokonta
SLVFN690503_BasalFungi_Opisthokonta	SLVFN690503_Chytridiomycota_Opisthokonta
SLVFN820273_BasalFungi_Opisthokonta	SLVFN820273_Glomeromycota_Opisthokonta
SLVFN820274_BasalFungi_Opisthokonta	SLVFN820274_Glomeromycota_Opisthokonta
SLVFN825898_BasalFungi_Opisthokonta	SLVFN825898_Glomeromycota_Opisthokonta
SLVFR686934_BasalFungi_Opisthokonta	SLVFR686934_Glomeromycota_Opisthokonta
SLVFR686955_BasalFungi_Opisthokonta	SLVFR686955_Glomeromycota_Opisthokonta
SLVFR719957_BasalFungi_Opisthokonta	SLVFR719957_Glomeromycota_Opisthokonta
SLVFR750212_BasalFungi_Opisthokonta	SLVFR750212_Glomeromycota_Opisthokonta
SLVFR773146_BasalFungi_Opisthokonta	SLVFR773146_Glomeromycota_Opisthokonta
SLVFR773150_BasalFungi_Opisthokonta	SLVFR773150_Glomeromycota_Opisthokonta
SLVFR865457_BasalFungi_Opisthokonta	SLVFR865457_Glomeromycota_Opisthokonta
SLVFR874714_BasalFungi_Opisthokonta	SLVFR874714_Rozellomycota_Opisthokonta
SLVGCRV01001009_BasalFungi_Opisthokonta	SLVGCRV01001009_Zoopagomyceta_Opisthokonta
SLVGDUK01023254_BasalFungi_Opisthokonta	SLVGDUK01023254_Mucoromycota_Opisthokonta
SLVGQ330639_BasalFungi_Opisthokonta	SLVGQ330639_InSedEukaryota_OtherEukaryota
SLVGQ330641_BasalFungi_Opisthokonta	SLVGQ330641_Rozellomycota_Opisthokonta
SLVGQ995248_BasalFungi_Opisthokonta	SLVGQ995248_Chytridiomycota_Opisthokonta
SLVGQ995264_BasalFungi_Opisthokonta	SLVGQ995264_Chytridiomycota_Opisthokonta
SLVGQ995267_BasalFungi_Opisthokonta	SLVGQ995267_Chytridiomycota_Opisthokonta
SLVGQ995305_BasalFungi_Opisthokonta	SLVGQ995305_Chytridiomycota_Opisthokonta
SLVGQ995320_BasalFungi_Opisthokonta	SLVGQ995320_Chytridiomycota_Opisthokonta
SLVGQ995335_BasalFungi_Opisthokonta	SLVGQ995335_Chytridiomycota_Opisthokonta
SLVGQ995379_BasalFungi_Opisthokonta	SLVGQ995379_Chytridiomycota_Opisthokonta
SLVGQ995409_BasalFungi_Opisthokonta	SLVGQ995409_Chytridiomycota_Opisthokonta
SLVGQ995410_BasalFungi_Opisthokonta	SLVGQ995410_Chytridiomycota_Opisthokonta
SLVGQ995412_BasalFungi_Opisthokonta	SLVGQ995412_Chytridiomycota_Opisthokonta
SLVGQ995413_BasalFungi_Opisthokonta	SLVGQ995413_Chytridiomycota_Opisthokonta
SLVGQ995414_BasalFungi_Opisthokonta	SLVGQ995414_Chytridiomycota_Opisthokonta
SLVGQ995415_BasalFungi_Opisthokonta	SLVGQ995415_Chytridiomycota_Opisthokonta
SLVGQ995416_Rotosphaerida_Opisthokonta	SLVGQ995416_Aphelidiomycota_Opisthokonta
SLVGQ995417_BasalFungi_Opisthokonta	SLVGQ995417_Rozellomycota_Opisthokonta
SLVGQ995418_Rotosphaerida_Opisthokonta	SLVGQ995418_Aphelidiomycota_Opisthokonta
SLVGQ995420_Rotosphaerida_Opisthokonta	SLVGQ995420_Aphelidiomycota_Opisthokonta
SLVGQ995422_BasalFungi_Opisthokonta	SLVGQ995422_Chytridiomycota_Opisthokonta
SLVGQ995423_BasalFungi_Opisthokonta	SLVGQ995423_Chytridiomycota_Opisthokonta
SLVGQ995432_BasalFungi_Opisthokonta	SLVGQ995432_Chytridiomycota_Opisthokonta
SLVGQ995433_BasalFungi_Opisthokonta	SLVGQ995433_Chytridiomycota_Opisthokonta
SLVGQ995434_BasalFungi_Opisthokonta	SLVGQ995434_Chytridiomycota_Opisthokonta
SLVGQ995437_BasalFungi_Opisthokonta	SLVGQ995437_Chytridiomycota_Opisthokonta
SLVGQ995438_BasalFungi_Opisthokonta	SLVGQ995438_Chytridiomycota_Opisthokonta
SLVGU067817_Rotosphaerida_Opisthokonta	SLVGU067817_Aphelidiomycota_Opisthokonta
SLVGU067910_Rotosphaerida_Opisthokonta	SLVGU067910_Aphelidiomycota_Opisthokonta
SLVGU067912_Rotosphaerida_Opisthokonta	SLVGU067912_InSedOpisthokonta_Opisthokonta
SLVGU067917_Rotosphaerida_Opisthokonta	SLVGU067917_Aphelidiomycota_Opisthokonta
SLVGU067976_Rotosphaerida_Opisthokonta	SLVGU067976_InSedOpisthokonta_Opisthokonta
SLVGU067982_BasalFungi_Opisthokonta	SLVGU067982_Rozellomycota_Opisthokonta
SLVGU070865_BasalFungi_Opisthokonta	SLVGU070865_Rozellomycota_Opisthokonta
SLVGU290090_BasalFungi_Opisthokonta	SLVGU290090_Chytridiomycota_Opisthokonta
SLVGU305976_BasalFungi_Opisthokonta	SLVGU305976_Neocallimastigomycota_Opisthokonta
SLVGU385597_MarineOpisthokonts_Opisthokonta	SLVGU385597_InSedOpisthokonta_Opisthokonta
SLVGU385653_Filasterea_Opisthokonta	SLVGU385653_InSedEukaryota_OtherEukaryota
SLVGU479968_BasalFungi_Opisthokonta	SLVGU479968_Chytridiomycota_Opisthokonta
SLVGU479977_BasalFungi_Opisthokonta	SLVGU479977_Rozellomycota_Opisthokonta
SLVGU568149_BasalFungi_Opisthokonta	SLVGU568149_Mucoromycota_Opisthokonta
SLVGU568165_BasalFungi_Opisthokonta	SLVGU568165_Chytridiomycota_Opisthokonta
SLVGU568174_BasalFungi_Opisthokonta	SLVGU568174_Glomeromycota_Opisthokonta
SLVGU824390_BasalFungi_Opisthokonta	SLVGU824390_Chytridiomycota_Opisthokonta
SLVGU969104_BasalFungi_Opisthokonta	SLVGU969104_Rozellomycota_Opisthokonta
SLVHE575399_InSedAmoebozoa_Amoebozoa	SLVHE575399_Tubulinea_Amoebozoa
SLVHF952616_Cryptomonadales_Cryptista	SLVHF952616_Nucleomorph_OtherEukaryota
SLVHF968779_BasalFungi_Opisthokonta	SLVHF968779_Glomeromycota_Opisthokonta
SLVHM030909_BasalFungi_Opisthokonta	SLVHM030909_Olpidiomycota_Opisthokonta
SLVHM486974_BasalFungi_Opisthokonta	SLVHM486974_Chytridiomycota_Opisthokonta
SLVHM486975_BasalFungi_Opisthokonta	SLVHM486975_Olpidiomycota_Opisthokonta
SLVHM486987_BasalFungi_Opisthokonta	SLVHM486987_Rozellomycota_Opisthokonta
SLVHM486988_BasalFungi_Opisthokonta	SLVHM486988_Chytridiomycota_Opisthokonta
SLVHM486990_BasalFungi_Opisthokonta	SLVHM486990_Rozellomycota_Opisthokonta
SLVHM487046_BasalFungi_Opisthokonta	SLVHM487046_Rozellomycota_Opisthokonta
SLVHQ191289_BasalFungi_Opisthokonta	SLVHQ191289_Chytridiomycota_Opisthokonta
SLVHQ191296_BasalFungi_Opisthokonta	SLVHQ191296_Chytridiomycota_Opisthokonta
SLVHQ191302_Rotosphaerida_Opisthokonta	SLVHQ191302_Aphelidiomycota_Opisthokonta
SLVHQ191313_BasalFungi_Opisthokonta	SLVHQ191313_Chytridiomycota_Opisthokonta
SLVHQ191329_BasalFungi_Opisthokonta	SLVHQ191329_Chytridiomycota_Opisthokonta
SLVHQ191341_BasalFungi_Opisthokonta	SLVHQ191341_Chytridiomycota_Opisthokonta
SLVHQ191350_Filasterea_Opisthokonta	SLVHQ191350_InSedOpisthokonta_Opisthokonta
SLVHQ191386_BasalFungi_Opisthokonta	SLVHQ191386_Chytridiomycota_Opisthokonta
SLVHQ191393_BasalFungi_Opisthokonta	SLVHQ191393_Chytridiomycota_Opisthokonta
SLVHQ191401_BasalFungi_Opisthokonta	SLVHQ191401_Chytridiomycota_Opisthokonta
SLVHQ191415_BasalFungi_Opisthokonta	SLVHQ191415_Chytridiomycota_Opisthokonta
SLVHQ191426_BasalFungi_Opisthokonta	SLVHQ191426_Chytridiomycota_Opisthokonta
SLVHQ202299_BasalFungi_Opisthokonta	SLVHQ202299_Glomeromycota_Opisthokonta
SLVHQ219341_BasalFungi_Opisthokonta	SLVHQ219341_Chytridiomycota_Opisthokonta
SLVHQ219392_BasalFungi_Opisthokonta	SLVHQ219392_Chytridiomycota_Opisthokonta
SLVHQ219404_BasalFungi_Opisthokonta	SLVHQ219404_Chytridiomycota_Opisthokonta
SLVHQ219419_BasalFungi_Opisthokonta	SLVHQ219419_Chytridiomycota_Opisthokonta
SLVHQ219449_BasalFungi_Opisthokonta	SLVHQ219449_Chytridiomycota_Opisthokonta
SLVHQ324138_BasalFungi_Opisthokonta	SLVHQ324138_Chytridiomycota_Opisthokonta
SLVHQ342676_InSedEukaryota_OtherEukaryota	SLVHQ342676_Breviatea_OtherEukaryota
SLVHQ845299_BasalFungi_Opisthokonta	SLVHQ845299_Mucoromycota_Opisthokonta
SLVHQ888688_BasalFungi_Opisthokonta	SLVHQ888688_Blastocladiomycota_Opisthokonta
SLVHQ888696_BasalFungi_Opisthokonta	SLVHQ888696_Blastocladiomycota_Opisthokonta
SLVHQ888697_BasalFungi_Opisthokonta	SLVHQ888697_Blastocladiomycota_Opisthokonta
SLVHQ888717_BasalFungi_Opisthokonta	SLVHQ888717_Blastocladiomycota_Opisthokonta
SLVHQ901762_BasalFungi_Opisthokonta	SLVHQ901762_Chytridiomycota_Opisthokonta
SLVHQ901766_BasalFungi_Opisthokonta	SLVHQ901766_Chytridiomycota_Opisthokonta
SLVHQ901769_BasalFungi_Opisthokonta	SLVHQ901769_Chytridiomycota_Opisthokonta
SLVHQ901770_BasalFungi_Opisthokonta	SLVHQ901770_Chytridiomycota_Opisthokonta
SLVHQ901771_BasalFungi_Opisthokonta	SLVHQ901771_Chytridiomycota_Opisthokonta
SLVHQ901772_BasalFungi_Opisthokonta	SLVHQ901772_Chytridiomycota_Opisthokonta
SLVHQ901774_BasalFungi_Opisthokonta	SLVHQ901774_Chytridiomycota_Opisthokonta
SLVHW643968_BasalFungi_Opisthokonta	SLVHW643968_Zoopagomyceta_Opisthokonta
SLVJF414178_BasalFungi_Opisthokonta	SLVJF414178_Glomeromycota_Opisthokonta
SLVJF414188_BasalFungi_Opisthokonta	SLVJF414188_Glomeromycota_Opisthokonta
SLVJF414210_BasalFungi_Opisthokonta	SLVJF414210_Mucoromycota_Opisthokonta
SLVJF414223_BasalFungi_Opisthokonta	SLVJF414223_Mucoromycota_Opisthokonta
SLVJF730794_BasalFungi_Opisthokonta	SLVJF730794_Chytridiomycota_Opisthokonta
SLVJF972676_BasalFungi_Opisthokonta	SLVJF972676_Chytridiomycota_Opisthokonta
SLVJMKJ01000175_BasalFungi_Opisthokonta	SLVJMKJ01000175_Rozellomycota_Opisthokonta
SLVJN054653_BasalFungi_Opisthokonta	SLVJN054653_Rozellomycota_Opisthokonta
SLVJN054654_BasalFungi_Opisthokonta	SLVJN054654_Rozellomycota_Opisthokonta
SLVJN054655_BasalFungi_Opisthokonta	SLVJN054655_Rozellomycota_Opisthokonta
SLVJN054656_BasalFungi_Opisthokonta	SLVJN054656_Rozellomycota_Opisthokonta
SLVJN054665_BasalFungi_Opisthokonta	SLVJN054665_Rozellomycota_Opisthokonta
SLVJN054679_BasalFungi_Opisthokonta	SLVJN054679_Rozellomycota_Opisthokonta
SLVJN090865_Rotosphaerida_Opisthokonta	SLVJN090865_Aphelidiomycota_Opisthokonta
SLVJN090867_BasalFungi_Opisthokonta	SLVJN090867_Chytridiomycota_Opisthokonta
SLVJN090889_Rotosphaerida_Opisthokonta	SLVJN090889_Aphelidiomycota_Opisthokonta
SLVJN090896_Rotosphaerida_Opisthokonta	SLVJN090896_Aphelidiomycota_Opisthokonta
SLVJN090898_Rotosphaerida_Opisthokonta	SLVJN090898_Aphelidiomycota_Opisthokonta
SLVJN547304_Rotosphaerida_Opisthokonta	SLVJN547304_InSedOpisthokonta_Opisthokonta
SLVJN547323_Rotosphaerida_Opisthokonta	SLVJN547323_Aphelidiomycota_Opisthokonta
SLVJN705504_BasalFungi_Opisthokonta	SLVJN705504_Chytridiomycota_Opisthokonta
SLVJN705531_BasalFungi_Opisthokonta	SLVJN705531_Chytridiomycota_Opisthokonta
SLVJN705541_BasalFungi_Opisthokonta	SLVJN705541_Rozellomycota_Opisthokonta
SLVJNDN01000544_BasalFungi_Opisthokonta	SLVJNDN01000544_Mucoromycota_Opisthokonta
SLVJNDP01000518_BasalFungi_Opisthokonta	SLVJNDP01000518_Mucoromycota_Opisthokonta
SLVJQ004921_BasalFungi_Opisthokonta	SLVJQ004921_Zoopagomyceta_Opisthokonta
SLVJQ004928_BasalFungi_Opisthokonta	SLVJQ004928_Mucoromycota_Opisthokonta
SLVJQ004930_BasalFungi_Opisthokonta	SLVJQ004930_Mucoromycota_Opisthokonta
SLVJQ288098_InSedOpisthokonta_Opisthokonta	SLVJQ288098_Zoopagomyceta_Opisthokonta
SLVJQ288099_BasalFungi_Opisthokonta	SLVJQ288099_Rozellomycota_Opisthokonta
SLVJQ302854_BasalFungi_Opisthokonta	SLVJQ302854_Zoopagomyceta_Opisthokonta
SLVJQ302863_BasalFungi_Opisthokonta	SLVJQ302863_Zoopagomyceta_Opisthokonta
SLVJQ302865_BasalFungi_Opisthokonta	SLVJQ302865_Zoopagomyceta_Opisthokonta
SLVJQ302868_BasalFungi_Opisthokonta	SLVJQ302868_Zoopagomyceta_Opisthokonta
SLVJQ689406_BasalFungi_Opisthokonta	SLVJQ689406_Chytridiomycota_Opisthokonta
SLVJQ689407_BasalFungi_Opisthokonta	SLVJQ689407_Chytridiomycota_Opisthokonta
SLVJQ689409_BasalFungi_Opisthokonta	SLVJQ689409_Chytridiomycota_Opisthokonta
SLVJQ689418_BasalFungi_Opisthokonta	SLVJQ689418_Rozellomycota_Opisthokonta
SLVJQ689420_BasalFungi_Opisthokonta	SLVJQ689420_Chytridiomycota_Opisthokonta
SLVJQ689425_BasalFungi_Opisthokonta	SLVJQ689425_Chytridiomycota_Opisthokonta
SLVJQ689438_BasalFungi_Opisthokonta	SLVJQ689438_Chytridiomycota_Opisthokonta
SLVJQ689445_BasalFungi_Opisthokonta	SLVJQ689445_Chytridiomycota_Opisthokonta
SLVJQ689447_BasalFungi_Opisthokonta	SLVJQ689447_Chytridiomycota_Opisthokonta
SLVJQ689451_BasalFungi_Opisthokonta	SLVJQ689451_Chytridiomycota_Opisthokonta
SLVJQ796368_BasalFungi_Opisthokonta	SLVJQ796368_Microsporidia_Opisthokonta
SLVJQ796369_BasalFungi_Opisthokonta	SLVJQ796369_Rozellomycota_Opisthokonta
SLVJQ995173_BasalFungi_Opisthokonta	SLVJQ995173_Zoopagomyceta_Opisthokonta
SLVJQ995174_BasalFungi_Opisthokonta	SLVJQ995174_Zoopagomyceta_Opisthokonta
SLVJQ995175_BasalFungi_Opisthokonta	SLVJQ995175_Zoopagomyceta_Opisthokonta
SLVJQ995176_BasalFungi_Opisthokonta	SLVJQ995176_Zoopagomyceta_Opisthokonta
SLVJX242612_BasalFungi_Opisthokonta	SLVJX242612_Zoopagomyceta_Opisthokonta
SLVJX296576_BasalFungi_Opisthokonta	SLVJX296576_Chytridiomycota_Opisthokonta
SLVJX507298_Rotosphaerida_Opisthokonta	SLVJX507298_Aphelidiomycota_Opisthokonta
SLVKC297614_BasalFungi_Opisthokonta	SLVKC297614_Zoopagomyceta_Opisthokonta
SLVKC297619_BasalFungi_Opisthokonta	SLVKC297619_Zoopagomyceta_Opisthokonta
SLVKC297624_BasalFungi_Opisthokonta	SLVKC297624_Zoopagomyceta_Opisthokonta
SLVKC297625_BasalFungi_Opisthokonta	SLVKC297625_Zoopagomyceta_Opisthokonta
SLVKC297626_BasalFungi_Opisthokonta	SLVKC297626_Zoopagomyceta_Opisthokonta
SLVKC315804_Rotosphaerida_Opisthokonta	SLVKC315804_Aphelidiomycota_Opisthokonta
SLVKC315807_Rotosphaerida_Opisthokonta	SLVKC315807_Aphelidiomycota_Opisthokonta
SLVKC315814_Rotosphaerida_Opisthokonta	SLVKC315814_Aphelidiomycota_Opisthokonta
SLVKC315831_BasalFungi_Opisthokonta	SLVKC315831_Rozellomycota_Opisthokonta
SLVKC315841_Rotosphaerida_Opisthokonta	SLVKC315841_Aphelidiomycota_Opisthokonta
SLVKC503963_BasalFungi_Opisthokonta	SLVKC503963_Zoopagomyceta_Opisthokonta
SLVKC561937_BasalFungi_Opisthokonta	SLVKC561937_Chytridiomycota_Opisthokonta
SLVKC561951_BasalFungi_Opisthokonta	SLVKC561951_Chytridiomycota_Opisthokonta
SLVKC561955_BasalFungi_Opisthokonta	SLVKC561955_Chytridiomycota_Opisthokonta
SLVKC561959_BasalFungi_Opisthokonta	SLVKC561959_Chytridiomycota_Opisthokonta
SLVKC561962_BasalFungi_Opisthokonta	SLVKC561962_Chytridiomycota_Opisthokonta
SLVKC670865_BasalFungi_Opisthokonta	SLVKC670865_Chytridiomycota_Opisthokonta
SLVKC671247_BasalFungi_Opisthokonta	SLVKC671247_Mucoromycota_Opisthokonta
SLVKC708345_BasalFungi_Opisthokonta	SLVKC708345_Glomeromycota_Opisthokonta
SLVKC708363_BasalFungi_Opisthokonta	SLVKC708363_Glomeromycota_Opisthokonta
SLVKC708371_BasalFungi_Opisthokonta	SLVKC708371_Glomeromycota_Opisthokonta
SLVKC708375_BasalFungi_Opisthokonta	SLVKC708375_Glomeromycota_Opisthokonta
SLVKC708392_BasalFungi_Opisthokonta	SLVKC708392_Mucoromycota_Opisthokonta
SLVKC708424_BasalFungi_Opisthokonta	SLVKC708424_Mucoromycota_Opisthokonta
SLVKC708431_BasalFungi_Opisthokonta	SLVKC708431_Mucoromycota_Opisthokonta
SLVKC708440_BasalFungi_Opisthokonta	SLVKC708440_Mucoromycota_Opisthokonta
SLVKC708441_BasalFungi_Opisthokonta	SLVKC708441_Mucoromycota_Opisthokonta
SLVKF160860_BasalFungi_Opisthokonta	SLVKF160860_Chytridiomycota_Opisthokonta
SLVKF160864_BasalFungi_Opisthokonta	SLVKF160864_Chytridiomycota_Opisthokonta
SLVKF160866_BasalFungi_Opisthokonta	SLVKF160866_Chytridiomycota_Opisthokonta
SLVKF160871_BasalFungi_Opisthokonta	SLVKF160871_Chytridiomycota_Opisthokonta
SLVKF160873_BasalFungi_Opisthokonta	SLVKF160873_Chytridiomycota_Opisthokonta
SLVKF160875_BasalFungi_Opisthokonta	SLVKF160875_Chytridiomycota_Opisthokonta
SLVKF160876_BasalFungi_Opisthokonta	SLVKF160876_Chytridiomycota_Opisthokonta
SLVKF160878_BasalFungi_Opisthokonta	SLVKF160878_Chytridiomycota_Opisthokonta
SLVKF412632_BasalFungi_Opisthokonta	SLVKF412632_Glomeromycota_Opisthokonta
SLVKF586842_BasalFungi_Opisthokonta	SLVKF586842_Chytridiomycota_Opisthokonta
SLVKF761286_BasalFungi_Opisthokonta	SLVKF761286_Rozellomycota_Opisthokonta
SLVKF805738_BasalFungi_Opisthokonta	SLVKF805738_Mucoromycota_Opisthokonta
SLVKF805740_BasalFungi_Opisthokonta	SLVKF805740_Mucoromycota_Opisthokonta
SLVKF848918_BasalFungi_Opisthokonta	SLVKF848918_Zoopagomyceta_Opisthokonta
SLVKJ013404_BasalFungi_Opisthokonta	SLVKJ013404_Mucoromycota_Opisthokonta
SLVKJ467777_BasalFungi_Opisthokonta	SLVKJ467777_Mucoromycota_Opisthokonta
SLVKJ563218_BasalFungi_Opisthokonta	SLVKJ563218_Chytridiomycota_Opisthokonta
SLVKJ668049_BasalFungi_Opisthokonta	SLVKJ668049_Monoblepharomycota_Opisthokonta
SLVKJ668050_BasalFungi_Opisthokonta	SLVKJ668050_Monoblepharomycota_Opisthokonta
SLVKJ668052_BasalFungi_Opisthokonta	SLVKJ668052_Monoblepharomycota_Opisthokonta
SLVKJ668053_BasalFungi_Opisthokonta	SLVKJ668053_Monoblepharomycota_Opisthokonta
SLVKJ668057_BasalFungi_Opisthokonta	SLVKJ668057_Monoblepharomycota_Opisthokonta
SLVKJ668058_BasalFungi_Opisthokonta	SLVKJ668058_Monoblepharomycota_Opisthokonta
SLVKJ747404_BasalFungi_Opisthokonta	SLVKJ747404_Mucoromycota_Opisthokonta
SLVKJ921771_BasalFungi_Opisthokonta	SLVKJ921771_Mucoromycota_Opisthokonta
SLVKJ921776_BasalFungi_Opisthokonta	SLVKJ921776_Mucoromycota_Opisthokonta
SLVKJ925224_BasalFungi_Opisthokonta	SLVKJ925224_Chytridiomycota_Opisthokonta
SLVKJ952212_BasalFungi_Opisthokonta	SLVKJ952212_Calcarisporiellomycota_Opisthokonta
SLVKJ952213_BasalFungi_Opisthokonta	SLVKJ952213_Mucoromycota_Opisthokonta
SLVKJ952217_BasalFungi_Opisthokonta	SLVKJ952217_Mucoromycota_Opisthokonta
SLVKJ952218_BasalFungi_Opisthokonta	SLVKJ952218_Mucoromycota_Opisthokonta
SLVKJ952219_BasalFungi_Opisthokonta	SLVKJ952219_Mucoromycota_Opisthokonta
SLVKJ952222_BasalFungi_Opisthokonta	SLVKJ952222_Glomeromycota_Opisthokonta
SLVKJ952229_BasalFungi_Opisthokonta	SLVKJ952229_Glomeromycota_Opisthokonta
SLVKJ952230_BasalFungi_Opisthokonta	SLVKJ952230_Glomeromycota_Opisthokonta
SLVKJ952236_BasalFungi_Opisthokonta	SLVKJ952236_Glomeromycota_Opisthokonta
SLVKJ952237_BasalFungi_Opisthokonta	SLVKJ952237_Glomeromycota_Opisthokonta
SLVKJ952238_BasalFungi_Opisthokonta	SLVKJ952238_Glomeromycota_Opisthokonta
SLVKJ952241_BasalFungi_Opisthokonta	SLVKJ952241_Glomeromycota_Opisthokonta
SLVKM067411_BasalFungi_Opisthokonta	SLVKM067411_Chytridiomycota_Opisthokonta
SLVKM067412_BasalFungi_Opisthokonta	SLVKM067412_Rozellomycota_Opisthokonta
SLVKM211581_BasalFungi_Opisthokonta	SLVKM211581_Mucoromycota_Opisthokonta
SLVKM359779_Basidiomycota_Opisthokonta	SLVKM359779_Entorrhyzomycota_Opisthokonta
SLVKM594019_BasalFungi_Opisthokonta	SLVKM594019_Mucoromycota_Opisthokonta
SLVKM870608_BasalFungi_Opisthokonta	SLVKM870608_InSedOpisthokonta_Opisthokonta
SLVKM870669_BasalFungi_Opisthokonta	SLVKM870669_Chytridiomycota_Opisthokonta
